title,Drama,Comedy,Thriller,Action,Romance,Adventure,Crime,Science Fiction,Horror,Family,Fantasy,Mystery,Animation,History,Music,War,Documentary,Western,Foreign,TV Movie
Along Came Polly,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boomerang,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Heat,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleopatra,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Here Comes the Boom,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High Crimes,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Mirror Has Two Faces,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mothman Prophecies,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Brüno,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Licence to Kill,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Riding Hood,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
15 Minutes,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Super Mario Bros.,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Lord of War,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hero,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
One for the Money,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Interview,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Warrior's Way,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Micmacs,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8 Mile,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Why I Did (Not) Eat My Father,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A Knight's Tale,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Medallion,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Sixth Sense,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Man on a Ledge,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Big Year,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Karate Kid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Hustle,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Proposal,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double Jeopardy,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Back to the Future Part II,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Lucy,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fifty Shades of Grey,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spy Kids 3-D: Game Over,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
A Time to Kill,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheaper by the Dozen,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lone Survivor,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A League of Their Own,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Conjuring 2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Social Network,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
He's Just Not That Into You,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scary Movie 4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scream 3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Back to the Future Part III,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Get Hard,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dracula,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Julie & Julia,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Talented Mr. Ripley,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dumb and Dumber To,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eight Below,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Intern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ride Along 2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last of the Mohicans,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Ray,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sin City,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vantage Point,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"I Love You, Man",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shallow Hal,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JFK,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Big Momma's House 2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mexican,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17 Again,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Other Woman,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Final Destination,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Bridge of Spies,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Behind Enemy Lines,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Get Him to the Greek,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shall We Dance?,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small Soldiers,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Spawn,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
The Count of Monte Cristo,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lincoln Lawyer,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Prestige,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Horrible Bosses 2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escape from Planet Earth,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Apocalypto,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Living Daylights,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Predators,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Legal Eagles,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Secret Window,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Lake House,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Skeleton Key,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
The Odd Life of Timothy Green,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Made of Honor,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jersey Boys,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Rainmaker,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gothika,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Amistad,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Medicine Man,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aliens vs Predator: Requiem,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Ri¢hie Ri¢h,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Autumn in New York,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Music and Lyrics,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Paul,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Guilt Trip,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scream 4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8MM,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Doors,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sex Tape,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hanging Up,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Final Destination 5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Mickey Blue Eyes,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pay It Forward,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fever Pitch,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drillbit Taylor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Million Ways to Die in the West,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Shadow,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Extremely Loud & Incredibly Close,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morning Glory,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Get Rich or Die Tryin',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Art of War,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rent,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bless the Child,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Out-of-Towners,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Island of Dr. Moreau,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
The Musketeer,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Other Boleyn Girl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweet November,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Reaping,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mean Streets,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Renaissance Man,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Colombiana,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Quest for Camelot,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
City By The Sea,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
At First Sight,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Torque,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City Hall,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Showgirls,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marie Antoinette,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kiss of Death,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Get Carter,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Impossible,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ishtar,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fantastic Mr. Fox,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Life or Something Like It,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Memoirs of an Invisible Man,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Amélie,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York Minute,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Miracle,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Deep End of the Ocean,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FearDotCom,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cirque du Freak: The Vampire's Assistant,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Duplex,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soul Men,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Raise the Titanic,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Universal Soldier: The Return,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pandorum,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Impostor,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Extreme Ops,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Just Visiting,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Sunshine,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A Thousand Words,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delgo,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
The Gunman,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stormbreaker,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Disturbia,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hackers,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hunting Party,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hudsucker Proxy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Warlords,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nomad: The Warrior,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Snowpiercer,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A Monster in Paris,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
The Last Shot,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Crow,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Baahubali: The Beginning,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
The Time Traveler's Wife,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Because I Said So,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankenweenie,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Serenity,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Against the Ropes,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Superman III,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Grudge Match,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Cliff,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweet Home Alabama,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ugly Truth,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sgt. Bilko,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Spy Kids 2: The Island of Lost Dreams,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Star Trek: Generations,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Grandmaster,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Water for Elephants,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragon Nest: Warriors' Dawn,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
The Hurricane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enough,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heartbreakers,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Blart: Mall Cop 2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Angel Eyes,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Somebody,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ninth Gate,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Extreme Measures,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rock Star,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Precious,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Squall,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Thing,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Riddick,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Switchback,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Texas Rangers,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
City of Ember,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
The Master,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgin Territory,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Express,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The 5th Wave,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Creed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Town,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
What to Expect When You're Expecting,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burn After Reading,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nim's Island,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Rush,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnolia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cop Out,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Be Single,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dolphin Tale,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Twilight,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
John Q,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Streak,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
We're the Millers,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Inhabited Island,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Breakdown,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Never Say Never Again,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hot Tub Time Machine,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dolphin Tale 2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Reindeer Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Man Apart,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aloha,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghosts of Mississippi,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Snow Falling on Cedars,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Rite,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gattaca,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Isn't She Great,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Space Chimps,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Head of State,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hangover,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ip Man 3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Austin Powers: The Spy Who Shagged Me,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Batman,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
There Be Dragons,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lethal Weapon 3,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Blind Side,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spy Kids,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Horrible Bosses,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
True Grit,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Devil Wears Prada,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Trek: The Motion Picture,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Identity Thief,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cape Fear,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trainwreck,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guess Who,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The English Patient,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
L.A. Confidential,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Sky High,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
In & Out,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Species,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
A Nightmare on Elm Street,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Cell,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Man in the Iron Mask,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secretariat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMNT,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Radio,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friends with Benefits,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbors 2: Sorority Rising,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saving Mr. Banks,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Malcolm X,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
This Is 40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Old Dogs,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Underworld: Rise of the Lycans,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
License to Wed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Benchwarmers,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Must Love Dogs,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donnie Brasco,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Resident Evil,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Poltergeist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Ladykillers,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Max Payne,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In Time,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Back-Up Plan,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Something Borrowed,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Knight,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Bad News Bears,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Street Fighter,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pianist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Nativity Story,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
House of Wax,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Closer,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J. Edgar,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mirrors,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Queen of the Damned,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
